"id	Kanji	""Reading within Joyo""	""Translation of On""",,,
"1273	属	ゾク	""genus; subordinate official""",,,
"1274	賊	ゾク	""robber; rebel; traitor""",,,
"1275	続	ゾク、つづ-く、つづ-ける	""continuation",,,
"1276	卒	ソツ	""graduate",,,
"1277	率	ソツ、リツ、ひき-いる	""rate",,,
"1278	存	ソン、ゾン	""know",,,
"1279	村	ソン、むら	""village",,,
"1280	孫	ソン、まご	descendants",,,
"1281	尊	ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ	""value",,,
"1282	損	ソン、そこ-なう、そこ-ねる	""loss; disadvantage",,,
"1283	遜	ソン	""humble oneself",,,
"1284	他	タ、ほか	""another",,,
"1285	多	タ、おお-い	much",,,
"1286	汰	タ	""luxury; select""",,,
"1287	打	ダ、う-つ	striking",,,
"1288	妥	ダ	""peace; depravity""",,,
"1289	唾	ダ、つば	""sputum; saliva""",,,
"1290	堕	ダ	""descend to",,,
"1291	惰	ダ	laziness",,,
"1292	駄	ダ	""horse load; pack horse; sending by horses""",,,
"1293	太	タイ、タ、ふと-い、ふと-る	""get fat",,,
"1294	対	タイ、ツイ	""the opposite; antonym; even",,,
"1295	体	タイ、テイ、からだ	""the body; substance",,,
"1296	耐	タイ、た-える	enduring",,,
"1297	待	タイ、ま-つ	waiting",,,
"1298	怠	タイ、おこた-る、なま-ける	""laziness",,,
"1299	胎	タイ	""womb",,,
"1300	退	タイ、しりぞ-く、しりぞ-ける	""retreat",,,
"1301	帯	タイ、お-びる、おび	""belt; zone""",,,
"1302	泰	タイ	""calm ",,,
"1303	堆	タイ	""piled high""",,,
"1304	袋	タイ、ふくろ	""bag; bag counter""",,,
"1305	逮	タイ	chase",,,
"1306	替	タイ、か-える、か-わる	""change",,,
"1307	貸	タイ、か-す	""lend; hire out",,,
"1308	隊	タイ	""party",,,
"1309	滞	タイ、とどこお-る	stopping",,,
"1310	態	タイ	""condition",,,
"1311	戴	タイ	""be crowned with",,,
"1312	大	ダイ、タイ、おお、おお-きい、おお-いに	""large",,,
"1313	代	ダイ、タイ、か-わる、か-える、よ、しろ	""period",,,
"1314	台	ダイ、タイ	""stand",,,
"1315	第	ダイ	""residence. number (1",,,
"1316	題	ダイ	""subject",,,
"1317	滝	たき	-",,,
"1318	宅	タク	""home",,,
"1319	択	タク	""choose",,,
"1320	沢	タク、さわ	""swamp; blessing""",,,
"1321	卓	タク	""table",,,
"1322	拓	タク	""open",,,
"1323	託	タク	""requesting",,,
"1324	濯	タク	""wash",,,
"1325	諾	ダク	""assent",,,
"1326	濁	ダク、にご-る、にご-す	""uncleanness; wrong; muddiness",,,
"1327	但	ただ-し	-",,,
"1328	達	タツ	""reach",,,
"1329	脱	ダツ、ぬ-ぐ、ぬ-げる	removing",,,
"1330	奪	ダツ、うば-う	""take by force",,,
"1331	棚	たな	-",,,
"1332	誰	だれ	-",,,
"1333	丹	タン	""red",,,
"1334	旦	タン、ダン	""dawn",,,
"1335	担	タン、かつ-ぐ、にな-う	""carry; raise""",,,
"1336	単	タン	""one",,,
"1337	炭	タン、すみ	""charcoal; coal""",,,
"1338	胆	タン	""gall bladder; courage""",,,
"1339	探	タン、さぐ-る、さが-す	""search",,,
"1340	淡	タン、あわ-い	""light",,,
"1341	短	タン、みじか-い	""shortness",,,
"1342	嘆	タン、なげ-く、なげ-かわしい	sigh",,,
"1343	端	タン、はし、は、はた	""origin; end; point""",,,
"1344	綻	タン、ほころ-びる	""be rent",,,
"1345	誕	タン	""be born; deceive; lie; be arbitrary""",,,
"1346	鍛	タン、きた-える	""forge",,,
"1347	団	ダン、[トン]	""body",,,
"1348	男	ダン、ナン、おとこ	""man",,,
"1349	段	ダン	""steps",,,
"1350	断	ダン、た-つ、ことわ-る	""decision",,,
"1351	弾	ダン、ひ-く、はず-む、たま	bullet",,,
"1352	暖	ダン、あたた-か、あたた-かい、あたた-まる、あたた-める	warmth",,,
"1353	談	ダン	""conversation",,,
"1354	壇	ダン、[タン]	""stage",,,
"1355	地	チ、ジ	""earth",,,
"1356	池	チ、いけ	""pond",,,
"1357	知	チ、し-る	""know",,,
"1358	値	チ、ね、あたい	""price",,,
"1359	恥	チ、は-じる、はじ、は-じらう、は-ずかしい	""shame",,,
"1360	致	チ、いた-す	""do; send",,,
"1361	遅	チ、おく-れる、おく-らす、おそ-い	""be late",,,
"1362	痴	チ	foolish",,,
"1363	稚	チ	young",,,
"1364	置	チ、お-く	""place",,,
"1365	緻	チ	""fine (not coarse)""",,,
"1366	竹	チク、たけ	bamboo",,,
"1367	畜	チク	""domesticated fowl and animals""",,,
"1368	逐	チク	""drive away; chase; drive (cattle); follow",,,
"1369	蓄	チク、たくわ-える	""store",,,
"1370	築	チク、きず-く	""build",,,
"1371	秩	チツ	""salary; order""",,,
"1372	窒	チツ	""plug up",,,
"1373	茶	チャ、サ	""tea; tea plant; tea leaves",,,
"1374	着	チャク、[ジャク]、き-る、き-せる、つ-く、つ-ける	""arrival",,,
"1375	嫡	チャク	""legitimacy; legitimate child; legitimate wife; direct descent""",,,
"1376	中	チュウ、[ジュウ]、なか	""center",,,
"1377	仲	チュウ、なか	""relation",,,
"1378	虫	チュウ、むし	""worm",,,
"1379	沖	チュウ、おき	""offing",,,
"1380	宙	チュウ	""air",,,
"1381	忠	チュウ	""loyalty",,,
"1382	抽	チュウ	""pull; extract; excel""",,,
"1383	注	チュウ、そそ-ぐ	""notes",,,
"1384	昼	チュウ、ひる	""daytime",,,
"1385	柱	チュウ、はしら	""cylinder",,,
"1386	衷	チュウ	""heart",,,
"1387	酎	チュウ	sak_",,,
"1388	鋳	チュウ、い-る	casting",,,
"1389	駐	チュウ	""stop",,,
"1390	著	チョ、あらわ-す、いちじる-しい	""literary work""",,,
"1391	貯	チョ	""store",,,
"1392	丁	チョウ、テイ	""fourth; adult male; servant. counter for guns",,,
"1393	弔	チョウ、とむら-う	mourning",,,
"1394	庁	チョウ	""government office""",,,
"1395	兆	チョウ、きざ-す、きざ-し	""sign",,,
"1396	町	チョウ、まち	""town; block; street; 2.45 acres; 119 yards""",,,
"1397	長	チョウ、なが-い	""head",,,
"1398	挑	チョウ、いど-む	""challenge; contend for; make love to""",,,
"1399	帳	チョウ	""notebook; account book; register; album; curtain dividing a room""",,,
"1400	張	チョウ、は-る	""counter for bows and stringed instruments""",,,
"1401	彫	チョウ、ほ-る	carving",,,
"1402	眺	チョウ、なが-める	""watch",,,
"1403	釣	チョウ、つ-る	""angle",,,
"1404	頂	チョウ、いただ-く、いただき	""head; top of the head; top",,,
"1405	鳥	チョウ、とり	bird",,,
"1406	朝	チョウ、あさ	""dynasty; reign",,,
"1407	貼	チョウ、は-る	""counter for medicine packages""",,,
"1408	超	チョウ、こ-える、こ-す	""super-",,,
"1409	腸	チョウ	""intestines",,,
"1410	跳	チョウ、は-ねる、と-ぶ	""leap",,,
"1411	徴	チョウ	""sign",,,
"1412	嘲	チョウ、あざけ-る	""rudicule",,,
"1413	潮	チョウ、しお	""tide; salt water; opportunity""",,,
"1414	澄	チョウ、す-む、す-ます	""be clear",,,
"1415	調	チョウ、しら-べる、ととの-う、ととの-える	""tune",,,
"1416	聴	チョウ、き-く	""careful inquiry""",,,
"1417	懲	チョウ、こ-りる、こ-らす、こ-らしめる	""chastise",,,
"1418	直	チョク、ジキ、ただ-ちに、なお-す、なお-る	""honesty",,,
"1419	勅	チョク	""imperial decree""",,,
"1420	捗	チョク	""make progress""",,,
"1421	沈	チン、しず-む、しず-める	aloes",,,
"1422	珍	チン、めずら-しい	""rare",,,
"1423	朕	チン	""imperial we""",,,
"1424	陳	チン	""state",,,
"1425	賃	チン	""hire",,,
"1426	鎮	チン、しず-める、しず-まる	""ancient garrisons for peace-preservation""",,,
"1427	追	ツイ、お-う	""drive away; chase; drive (cattle); follow",,,
"1428	椎	ツイ	""hammer",,,
"1429	墜	ツイ	fall",,,
"1430	通	ツウ、[ツ]、とお-る、とお-す、かよ-う	""pass; expert""",,,
"1431	痛	ツウ、いた-い、いた-む、いた-める	pain",,,
"1432	塚	つか	-",,,
"1433	漬	つ-ける、つ-かる	-",,,
"1434	坪	つぼ	-",,,
"1435	爪	つめ、[つま]	-",,,
"1436	鶴	つる	""crane",,,
"1437	低	テイ、ひく-い、ひく-める、ひく-まる	low",,,
"1438	呈	テイ	""offer",,,
"1439	廷	テイ	""imperial court",,,
"1440	弟	テイ、[ダイ]、[デ]、おとうと	""younger brother",,,
"1441	定	テイ、ジョウ、さだ-める、さだ-まる、さだ-か	""deciding. be decided",,,
"1442	底	テイ、そこ	""bottom",,,
"1443	抵	テイ	""touch",,,
"1444	邸	テイ	""mansion",,,
"1445	亭	テイ	""restaurant; mansion; arbor; cottage; vaudeville",,,
"1446	貞	テイ	""chastity; constancy; righteousness""",,,
"1447	帝	テイ	""emperor; the god of heaven; the creator""",,,
"1448	訂	テイ	""correct; decide""",,,
"1449	庭	テイ、にわ	""yard",,,
"1450	逓	テイ	""in turn; sending (parcels) in feudal times""",,,
"1451	停	テイ	stopping",,,
"1452	偵	テイ	spy",,,
"1453	堤	テイ、つつみ	""dike",,,
"1454	提	テイ、さ-げる	""take along",,,
"1455	程	テイ、ほど	""degree; law; formula; distance""",,,
"1456	艇	テイ	""small boat""",,,
"1457	締	テイ、し-まる、し-める	""tie",,,
"1458	諦	テイ、あきら-める	""abandon",,,
"1459	泥	デイ、どろ	""mud",,,
"1460	的	テキ、まと	""mark",,,
"1461	笛	テキ、ふえ	flute",,,
"1462	摘	テキ、つ-む	""pick",,,
"1463	滴	テキ、しずく、したた-る	drop",,,
"1464	適	テキ	suitable",,,
"1465	敵	テキ、かたき	""enemy",,,
"1466	溺	デキ、おぼ-れる	""drown",,,
"1467	迭	テツ	alternation",,,
"1468	哲	テツ	clear",,,
"1469	鉄	テツ	""iron",,,
"1470	徹	テツ	clear",,,
"1471	撤	テツ	""withdraw; disarm (a ship); dismantle (a fort); remove",,,
"1472	天	テン、あめ、[あま]	""sky",,,
"1473	典	テン	""ceremony",,,
"1474	店	テン、みせ	""shop",,,
"1475	点	テン	""point; mark; score",,,
"1476	展	テン	expand",,,
"1477	添	テン、そ-える、そ-う	""accompany; marry; be added to; suit",,,
"1478	転	テン、ころ-がる、ころ-げる、ころ-がす、ころ-ぶ	""turn",,,
"1479	填	テン	""go into",,,
"1480	田	デン、た	""rice field",,,
"1481	伝	デン、つた-わる、つた-える、つた-う	""legend",,,
"1482	殿	デン、テン、との、どの	""hall",,,
"1483	電	デン	electricity",,,
"1484	斗	ト	""ten sho (1 to = 4.8 gallons (U.S.)= 18 liters); a one-to measure; sake ladle; the Big Dipper""",,,
"1485	吐	ト、は-く	""disgorge",,,
"1486	妬	ト、ねた-む	""be jealous of",,,
"1487	徒	ト	""party",,,
"1488	途	ト	""way",,,
"1489	都	ト、ツ、みやこ	""capital",,,
"1490	渡	ト、わた-る、わた-す	""cross",,,
"1491	塗	ト、ぬ-る	""paint; plaster; daub",,,
"1492	賭	ト、か-ける	gambling",,,
"1493	土	ド、ト、つち	""earth",,,
"1494	奴	ド	""manservant",,,
"1495	努	ド、つと-める	""serve",,,
"1496	度	ド、[ト]、[タク]、たび	""degree; extent",,,
"1497	怒	ド、いか-る、おこ-る	""become angry",,,
"1498	刀	トウ、かたな	""sword",,,
"1499	冬	トウ、ふゆ	winter",,,
"1500	灯	トウ、ひ	""lamp",,,
"1501	当	トウ、あ-たる、あ-てる	""right",,,
"1502	投	トウ、な-げる	throw",,,
"1503	豆	トウ、[ズ]、まめ	""beans",,,
"1504	東	トウ、ひがし	east",,,
"1505	到	トウ	""go",,,
"1506	逃	トウ、に-げる、に-がす、のが-す、のが-れる	""flee",,,
"1507	倒	トウ、たお-れる、たお-す	""fall",,,
"1508	凍	トウ、こお-る、こご-える	""freeze",,,
"1509	唐	トウ、から	""Tang (dynasty); China; foreign countries. Chinese; Korean; Foreign""",,,
"1510	島	トウ、しま	island",,,
"1511	桃	トウ、もも	peach",,,
"1512	討	トウ、う-つ	""attack",,,
"1513	透	トウ、す-く、す-かす、す-ける	""permeate",,,
"1514	党	トウ	""party",,,
"1515	悼	トウ、いた-む	""grieve over""",,,
"1516	盗	トウ、ぬす-む	thief",,,
"1517	陶	トウ	""porcelain",,,
"1518	塔	トウ	""tower",,,
"1519	搭	トウ	""load (a vehicle); ride""",,,
"1520	棟	トウ、むね、[むな]	""ridge",,,
"1521	湯	トウ、ゆ	""hot water""",,,
"1522	痘	トウ	smallpox",,,
"1523	登	トウ、ト、のぼ-る	""rise",,,
"1524	答	トウ、こた-える、こた-え	answer",,,
"1525	等	トウ、ひと-しい	""class",,,
"1526	筒	トウ、つつ	""pipette",,,
"1527	統	トウ、す-べる	""relationship; lineage; beginning""",,,
"1528	稲	トウ、いね、[いな]	""rice plant""",,,
"1529	踏	トウ、ふ-む、ふ-まえる	""step on",,,
"1530	糖	トウ	sugar",,,
"1531	頭	トウ、ズ、[ト]、あたま、かしら	""head",,,
"1532	謄	トウ	copy",,,
"1533	藤	トウ、ふじ	wisteria",,,
"1534	闘	トウ、たたか-う	fighting",,,
"1535	騰	トウ	""rising; price rise""",,,
"1536	同	ドウ、おな-じ	""the same",,,
"1537	洞	ドウ、ほら	cavity",,,
"1538	胴	ドウ	""torso",,,
"1539	動	ドウ、うご-く、うご-かす	""motion; change; confusion""",,,
"1540	堂	ドウ	""temple; shrine; hall; reception room; firm; state chamber. shop",,,
"1541	童	ドウ、わらべ	child",,,
"1542	道	ドウ、[トウ]、みち	""district",,,
"1543	働	ドウ、はたら-く	""work",,,
"1544	銅	ドウ	copper",,,
"1545	導	ドウ、みちび-く	leading",,,
"1546	瞳	ドウ、ひとみ	""pupil of the eye""",,,
"1547	峠	とうげ	-",,,
"1548	匿	トク	""shelter",,,
"1549	特	トク	special",,,
"1550	得	トク、え-る、う-る	""profit",,,
"1551	督	トク	""command",,,
"1552	徳	トク	""virtue",,,
"1553	篤	トク	""kind",,,
"1554	毒	ドク	""poison; virus",,,
"1555	独	ドク、ひと-り	alone",,,
"1556	読	ドク、トク、[トウ]、よ-む	reading",,,
"1557	栃	[とち]	-",,,
"1558	凸	トツ	""projecting",,,
"1559	突	トツ、つ-く	""protruding",,,
"1560	届	とど-ける、とど-く	-",,,
"1561	屯	トン	""police station; camp""",,,
"1562	豚	トン、ぶた	hog",,,
"1563	頓	トン	""suddenly",,,
"1564	貪	ドン、むさぼ-る	coveting",,,
"1565	鈍	ドン、にぶ-い、にぶ-る	""dullness",,,
"1566	曇	ドン、くも-る	""cloud up; fog up",,,
"1567	丼	どんぶり、[どん]	-",,,
"1568	那	ナ	what",,,
"1569	奈	ナ	what",,,
"1570	内	ナイ、[ダイ]、うち	""inside",,,
"1571	梨	なし	-",,,
"1572	謎	なぞ	-",,,
"1573	鍋	なべ	-",,,
"1574	南	ナン、[ナ]、みなみ	south",,,
"1575	軟	ナン、やわ-らか、やわ-らかい	soft",,,
"1576	難	ナン、かた-い、むずか-しい	""trouble",,,
"1577	二	ニ、ふた、ふた-つ	""two",,,
"1578	尼	ニ、あま	nun",,,
"1579	弐	ニ	""two",,,
"1580	匂	にお-う	-",,,
"1581	肉	ニク	""flesh",,,
"1582	虹	にじ	-",,,
"1583	日	ニチ、ジツ、ひ、か	""day; Sunday""",,,
"1584	入	ニュウ、い-る、い-れる、はい-る	""go in",,,
"1585	乳	ニュウ、ちち、ち	""milk; the breasts; loop""",,,
"1586	尿	ニョウ	urine",,,
"1587	任	ニン、まか-せる、まか-す	""duty",,,
"1588	妊	ニン	""become pregnant; be pregnant; be filled with""",,,
"1589	忍	ニン、しの-ぶ、しの-ばせる	""bear",,,
"1590	認	ニン、みと-める	""witness; sight; discern",,,
"1591	寧	ネイ	preferably",,,
"1592	熱	ネツ、あつ-い	""heat",,,
"1593	年	ネン、とし	""year; term of service""",,,
"1594	念	ネン	""sense",,,
"1595	捻	ネン	""pinch (of salt); small gift of money; a twist""",,,
"1596	粘	ネン、ねば-る	""be sticky",,,
"1597	燃	ネン、も-える、も-やす、も-す	burn",,,
"1598	悩	ノウ、なや-む、なや-ます	""distress",,,
"1599	納	ノウ、[ナッ]、[ナ]、[ナン]、[トウ]、おさ-める、おさ-まる	""obtain",,,
"1600	能	ノウ	""ability",,,
"1601	脳	ノウ	""brain",,,
"1602	農	ノウ	""agriculture; farmers""",,,
"1603	濃	ノウ、こ-い	""dark",,,
"1604	把	ハ	""bundle",,,
"1605	波	ハ、なみ	wave",,,
"1606	派	ハ	""group",,,
"1607	破	ハ、やぶ-る、やぶ-れる	""tear",,,
"1608	覇	ハ	""supremacy",,,
"1609	馬	バ、うま、[ま]	horse",,,
"1610	婆	バ	""old woman; grandmother""",,,
"1611	罵	バ、ののし-る	""abuse",,,
"1612	拝	ハイ、おが-む	worship",,,
"1613	杯	ハイ、さかずき	""cup",,,
"1614	背	ハイ、せ、せい、そむ-く、そむ-ける	""back",,,
"1615	肺	ハイ	lung",,,
"1616	俳	ハイ	actor",,,
"1617	配	ハイ、くば-る	""distribute; spouse; exile; rationing""",,,
"1618	排	ハイ	""exclude",,,
"1619	敗	ハイ、やぶ-れる	""defeat",,,
"1620	廃	ハイ、すた-れる、すた-る	""obsolescence; cessation; discarding""",,,
"1621	輩	ハイ	""fellow",,,
"1622	売	バイ、う-る、う-れる	selling",,,
"1623	倍	バイ	""double",,,
"1624	梅	バイ、うめ	""plum",,,
"1625	培	バイ、つちか-う	""cultivate",,,
"1626	陪	バイ	""follow",,,
"1627	媒	バイ	go-between",,,
"1628	買	バイ、か-う	buying",,,
"1629	賠	バイ	indemnify",,,
"1630	白	ハク、ビャク、しろ、[しら]、しろ-い	white",,,
"1631	伯	ハク	""count; earl; eldest brother; uncle; chief official""",,,
"1632	拍	ハク、[ヒョウ]	""beat (in music)""",,,
"1633	泊	ハク、と-まる、と-める	""(three-day) stay""",,,
"1634	迫	ハク、せま-る	""press for",,,
"1635	剥	ハク、は-がす、は-ぐ、は-がれる、は-げる	""come off",,,
"1636	舶	ハク	ship",,,
"1637	博	ハク、[バク]	""command esteem",,,
"1638	薄	ハク、うす-い、うす-める、うす-まる、うす-らぐ、うす-れる	""thin",,,
"1639	麦	バク、むぎ	""wheat",,,
"1640	漠	バク	""vague",,,
"1641	縛	バク、しば-る	""arrest",,,
"1642	爆	バク	""burst open",,,
"1643	箱	はこ	-",,,
"1644	箸	はし	-",,,
"1645	畑	はた、はたけ	-",,,
"1646	肌	はだ	-",,,
"1647	八	ハチ、や、や-つ、やっ-つ、[よう]	eight",,,
"1648	鉢	ハチ、[ハツ]	""bowl",,,
"1649	発	ハツ、ホツ	""departure; discharge (of a gun)""",,,
"1650	髪	ハツ、かみ	""the hair""",,,
"1651	伐	バツ	""strike",,,
"1652	抜	バツ、ぬ-く、ぬ-ける、ぬ-かす、ぬ-かる	""extract",,,
"1653	罰	バツ、バチ	""punishment",,,
"1654	閥	バツ	""lineage",,,
"1655	反	ハン、[ホン]、[タン]、そ-る、そ-らす	""antithesis",,,
"1656	半	ハン、なか-ば	""half; odd number; semi-",,,
"1657	氾	ハン	""spread out; wide""",,,
"1658	犯	ハン、おか-す	""offense",,,
"1659	帆	ハン、ほ	sail",,,
"1660	汎	ハン	pan-",,,
"1661	伴	ハン、バン、ともな-う	""accompany",,,
"1662	判	ハン、バン	""stamp",,,
"1663	坂	ハン、さか	""incline",,,
"1664	阪	ハン	slope",,,
"1665	板	ハン、バン、いた	""board",,,
"1666	版	ハン	""printing block or plate; printing; edition",,,
"1667	班	ハン	""corps",,,
"1668	畔	ハン	""rice-paddy ridge",,,
"1669	般	ハン	""carry; all""",,,
"1670	販	ハン	""sell",,,
"1671	斑	ハン	spot",,,
"1672	飯	ハン、めし	""cooked rice; meal; food""",,,
"1673	搬	ハン	""carry",,,
"1674	煩	ハン、[ボン]、わずら-う、わずら-わす	""worry",,,
"1675	頒	ハン	""divide",,,
"1676	範	ハン	""example",,,
"1677	繁	ハン	""frequency",,,
"1678	藩	ハン	""feudal clan; enclosure""",,,
"1679	晩	バン	""evening",,,
"1680	番	バン	""watch",,,
"1681	蛮	バン	barbarian",,,
"1682	盤	バン	""shallow bowl",,,
"1683	比	ヒ、くら-べる	""ratio; comparison; an equal",,,
"1684	皮	ヒ、かわ	""skin; hide; leather; fur",,,
"1685	妃	ヒ	""queen",,,
"1686	否	ヒ、いな	""no",,,
"1687	批	ヒ	strike",,,
"1688	彼	ヒ、かれ、[かの]	""he; that""",,,
"1689	披	ヒ	open",,,
"1690	肥	ヒ、こ-える、こえ、こ-やす、こ-やし	""get fat; get fertile""",,,
"1691	非	ヒ	""mistake; misdeed; injustice; wrong; non-",,,
"1692	卑	ヒ、いや-しい、いや-しむ、いや-しめる	""humble; base",,,
"1693	飛	ヒ、と-ぶ、と-ばす	""fly; skip (pages)""",,,
"1694	疲	ヒ、つか-れる	""get tired",,,
"1695	秘	ヒ、ひ-める	secret",,,
"1696	被	ヒ、こうむ-る	receiving",,,
"1697	悲	ヒ、かな-しい、かな-しむ	""grieve",,,
"1698	扉	ヒ、とびら	""door; title page",,,
"1699	費	ヒ、つい-やす、つい-える	""expenses",,,
"1700	碑	ヒ	""monument",,,
"1701	罷	ヒ	""end",,,
"1702	避	ヒ、さ-ける	""avoid",,,
"1703	尾	ビ、お	""tail; end; counter for fish""",,,
"1704	眉	ビ、[ミ]、まゆ	eyebrow",,,
"1705	美	ビ、うつく-しい	""beauty",,,
"1706	備	ビ、そな-える、そな-わる	""be furnished with",,,
"1707	微	ビ	""minuteness; insignificance; vagueness; fewness""",,,
"1708	鼻	ビ、はな	nasal",,,
"1709	膝	ひざ	-",,,
"1710	肘	ひじ	-",,,
"1711	匹	ヒツ、ひき	""head",,,
