"id	Kanji	""Reading within Joyo""	""Translation of On""",,,
"1712	必	ヒツ、かなら-ず	certainly",,,
"1713	泌	ヒツ、ヒ	""flow; soak in; penetrate; secrete""",,,
"1714	筆	ヒツ、ふで	""writing brush",,,
"1715	姫	ひめ	-",,,
"1716	百	ヒャク	""hundred; a great number; all""",,,
"1717	氷	ヒョウ、こおり、ひ	""freeze; be frozen over; congeal""",,,
"1718	表	ヒョウ、おもて、あらわ-す、あらわ-れる	""table",,,
"1719	俵	ヒョウ、たわら	""bag",,,
"1720	票	ヒョウ	""label; ballot; ticket; sign""",,,
"1721	評	ヒョウ	""criticism",,,
"1722	漂	ヒョウ、ただよ-う	""float (on the water)""",,,
"1723	標	ヒョウ	""signpost; mark; target; designate""",,,
"1724	苗	ビョウ、なえ、[なわ]	""seedling",,,
"1725	秒	ビョウ	""one-sixteenth of a minute (of time",,,
"1726	病	ビョウ、[ヘイ]、や-む、やまい	""get sick",,,
"1727	描	ビョウ、えが-く、か-く	""write",,,
"1728	猫	ビョウ、ねこ	cat",,,
"1729	品	ヒン、しな	""refinement",,,
"1730	浜	ヒン、はま	""beach",,,
"1731	貧	ヒン、ビン、まず-しい	poverty",,,
"1732	賓	ヒン	guest",,,
"1733	頻	ヒン	""repeat",,,
"1734	敏	ビン	""agility; alertness""",,,
"1735	瓶	ビン	""bottle",,,
"1736	不	フ、ブ	""negation; bad; clumsy; ugly""",,,
"1737	夫	フ、[フウ]、おっと	""husband; man""",,,
"1738	父	フ、ちち	father",,,
"1739	付	フ、つ-ける、つ-く	""give to",,,
"1740	布	フ、ぬの	cloth",,,
"1741	扶	フ	""help; save",,,
"1742	府	フ	""urban prefecture; government office; representative body; storehouse""",,,
"1743	怖	フ、こわ-い	""fear",,,
"1744	阜	[フ]	""hill; mound""",,,
"1745	附	フ	""give to",,,
"1746	訃	フ	""obituary",,,
"1747	負	フ、ま-ける、ま-かす、お-う	""negative",,,
"1748	赴	フ、おもむ-く	""proceed to; get",,,
"1749	浮	フ、う-く、う-かれる、う-かぶ、う-かべる	""float",,,
"1750	婦	フ	""woman; wife; bride""",,,
"1751	符	フ	""sign",,,
"1752	富	フ、[フウ]、と-む、とみ	enrich",,,
"1753	普	フ	""widely",,,
"1754	腐	フ、くさ-る、くさ-れる、くさ-らす	""rot",,,
"1755	敷	フ、し-く	""spread; pave; sit (on a cushion); lay (a railway); gravel (a road); promulgate; draw up""",,,
"1756	膚	フ	""skin",,,
"1757	賦	フ	""ode",,,
"1758	譜	フ	""music",,,
"1759	侮	ブ、あなど-る	""despise",,,
"1760	武	ブ、ム	""military affairs",,,
"1761	部	ブ	""department",,,
"1762	舞	ブ、ま-う、まい	""dance; flutter about",,,
"1763	封	フウ、ホウ	""seal; sealing; closing. fief""",,,
"1764	風	フウ、[フ]、かぜ、[かざ]	""wind; air",,,
"1765	伏	フク、ふ-せる、ふ-す	""bend down",,,
"1766	服	フク	""dress",,,
"1767	副	フク	""duplicate",,,
"1768	幅	フク、はば	""hanging scroll",,,
"1769	復	フク	""return to",,,
"1770	福	フク	""fortune",,,
"1771	腹	フク、はら	""belly",,,
"1772	複	フク	""double",,,
"1773	覆	フク、おお-う、くつがえ-す、くつがえ-る	""overturn",,,
"1774	払	フツ、はら-う	""clear out",,,
"1775	沸	フツ、わ-く、わ-かす	""boil",,,
"1776	仏	ブツ、ほとけ	""Buddha",,,
"1777	物	ブツ、モツ、もの	""thing",,,
"1778	粉	フン、こ、こな	""dust",,,
"1779	紛	フン、まぎ-れる、まぎ-らす、まぎ-らわす、まぎ-らわしい	""be mistaken for",,,
"1780	雰	フン	fog",,,
"1781	噴	フン、ふ-く	""spout",,,
"1782	墳	フン	""mound; tomb""",,,
"1783	憤	フン、いきどお-る	""resent",,,
"1784	奮	フン、ふる-う	""be invigorated",,,
"1785	分	ブン、フン、ブ、わ-ける、わ-かれる、わ-かる、わ-かつ	""dividing; part",,,
"1786	文	ブン、モン、ふみ	""1/100 of a hyakume; crest; figures. literary text",,,
"1787	聞	ブン、モン、き-く、き-こえる	""hear",,,
"1788	丙	ヘイ	""C",,,
"1789	平	ヘイ、ビョウ、たい-ら、ひら	""level",,,
"1790	兵	ヘイ、ヒョウ	""soldier",,,
"1791	併	ヘイ、あわ-せる	""get together",,,
"1792	並	ヘイ、なみ、なら-べる、なら-ぶ、なら-びに	""line up",,,
"1793	柄	ヘイ、がら、え	""handle",,,
"1794	陛	ヘイ	""steps (of the throne)""",,,
"1795	閉	ヘイ、と-じる、と-ざす、し-める、し-まる	""shut",,,
"1796	塀	ヘイ	""wall",,,
"1797	幣	ヘイ	""Shinto zigzag paper offerings; bad habit; humble prefix; gift""",,,
"1798	弊	ヘイ	""evil",,,
"1799	蔽	ヘイ	""cover",,,
"1800	餅	ヘイ、もち	""rice cake""",,,
"1801	米	ベイ、マイ、こめ	""rice",,,
"1802	壁	ヘキ、かべ	""wall; lining (of the stomach); fence; partition""",,,
"1803	璧	ヘキ	""ball",,,
"1804	癖	ヘキ、くせ	habit",,,
"1805	別	ベツ、わか-れる	""divide",,,
"1806	蔑	ベツ、さげす-む	""ignore",,,
"1807	片	ヘン、かた	""leaf",,,
"1808	辺	ヘン、あた-り、べ	""side; boundary",,,
"1809	返	ヘン、かえ-す、かえ-る	answer",,,
"1810	変	ヘン、か-わる、か-える	""change; accident",,,
"1811	偏	ヘン、かたよ-る	""side; left radical of a character; inclining""",,,
"1812	遍	ヘン	times",,,
"1813	編	ヘン、あ-む	""compilation",,,
"1814	弁	ベン	""braid. petal",,,
"1815	便	ベン、ビン、たよ-り	""convenience",,,
"1816	勉	ベン	""serve",,,
"1817	歩	ホ、ブ、[フ]、ある-く、あゆ-む	""step",,,
"1818	保	ホ、たも-つ	guarantee",,,
"1819	哺	ホ	""taking in the mouth""",,,
"1820	捕	ホ、と-らえる、と-らわれる、と-る、つか-まえる、つか-まる	""catch",,,
"1821	補	ホ、おぎな-う	""assistant",,,
"1822	舗	ホ	""shop",,,
"1823	母	ボ、はは	""mother; cause; motive""",,,
"1824	募	ボ、つの-る	""gather (contributions); campaign (for students); float (a loan); enlist (troops); grow violent""",,,
"1825	墓	ボ、はか	""grave",,,
"1826	慕	ボ、した-う	""yearn for",,,
"1827	暮	ボ、く-れる、く-らす	""live",,,
"1828	簿	ボ	""record",,,
"1829	方	ホウ、かた	""direction",,,
"1830	包	ホウ、つつ-む	""wrap",,,
"1831	芳	ホウ、かんば-しい	fragrance",,,
"1832	邦	ホウ	country",,,
"1833	奉	ホウ、[ブ]、たてまつ-る	""present",,,
"1834	宝	ホウ、たから	treasure",,,
"1835	抱	ホウ、だ-く、いだ-く、かか-える	""hug",,,
"1836	放	ホウ、はな-す、はな-つ、はな-れる、ほう-る	""set free",,,
"1837	法	ホウ、[ハッ]、[ホッ]	""law",,,
"1838	泡	ホウ、あわ	""bubble",,,
"1839	胞	ホウ	""theca",,,
"1840	俸	ホウ	salary",,,
"1841	倣	ホウ、なら-う	""imitate",,,
"1842	峰	ホウ、みね	""peak",,,
"1843	砲	ホウ	""gun",,,
"1844	崩	ホウ、くず-れる、くず-す	die",,,
"1845	訪	ホウ、おとず-れる、たず-ねる	""visit",,,
"1846	報	ホウ、むく-いる	""news",,,
"1847	蜂	ホウ、はち	""bee",,,
"1848	豊	ホウ、ゆた-か	""abundant",,,
"1849	飽	ホウ、あ-きる、あ-かす	""get tired of",,,
"1850	褒	ホウ、ほ-める	""praise",,,
"1851	縫	ホウ、ぬ-う	""sew",,,
"1852	亡	ボウ、[モウ]、な-い	""my late",,,
"1853	乏	ボウ、とぼ-しい	""meager",,,
"1854	忙	ボウ、いそが-しい	""busy",,,
"1855	坊	ボウ、[ボッ]	""priest's residence; (Buddhist) priest; boy""",,,
"1856	妨	ボウ、さまた-げる	""disturb",,,
"1857	忘	ボウ、わす-れる	""forget; be forgetful of; forget about; forget (an article)""",,,
"1858	防	ボウ、ふせ-ぐ	""defend",,,
"1859	房	ボウ、ふさ	""house",,,
"1860	肪	ボウ	fat",,,
"1861	某	ボウ	""one",,,
"1862	冒	ボウ、おか-す	""risk",,,
"1863	剖	ボウ	divide",,,
"1864	紡	ボウ、つむ-ぐ	""spin",,,
"1865	望	ボウ、モウ、のぞ-む	""full moon; hope""",,,
"1866	傍	ボウ、かたわ-ら	""side; besides; while""",,,
"1867	帽	ボウ	""cap",,,
"1868	棒	ボウ	""stick",,,
"1869	貿	ボウ	exchange",,,
"1870	貌	ボウ	""form",,,
"1871	暴	ボウ、[バク]、あば-く、あば-れる	""violence",,,
"1872	膨	ボウ、ふく-らむ、ふく-れる	""get fat; get thick",,,
"1873	謀	ボウ、[ム]、はか-る	""plan",,,
"1874	頬	ほお	cheek",,,
"1875	北	ホク、きた	north",,,
"1876	木	ボク、モク、き、[こ]	""tree",,,
"1877	朴	ボク	""simple",,,
"1878	牧	ボク、まき	""care for",,,
"1879	睦	ボク	""friendly",,,
"1880	僕	ボク	""manservant",,,
"1881	墨	ボク、すみ	""India ink",,,
"1882	撲	ボク	""strike",,,
"1883	没	ボツ	""sink",,,
"1884	勃	ボツ	""suddenness; rise""",,,
"1885	堀	ほり	-",,,
"1886	本	ホン、もと	""book; this",,,
"1887	奔	ホン	run",,,
"1888	翻	ホン、ひるがえ-る、ひるがえ-す	""turn over",,,
"1889	凡	ボン、[ハン]	mediocrity",,,
"1890	盆	ボン	""Lantern Festival; Festivals of the Dead; tray""",,,
"1891	麻	マ、あさ	""flax",,,
"1892	摩	マ	""rub; rub off; polish; grind; graze; scrape; be equal to; be about to reach""",,,
"1893	磨	マ、みが-く	""polish",,,
"1894	魔	マ	""demon",,,
"1895	毎	マイ	""each",,,
"1896	妹	マイ、いもうと	""younger sister""",,,
"1897	枚	マイ	""counter for thin flat things",,,
"1898	昧	マイ	""dark; foolish""",,,
"1899	埋	マイ、う-める、う-まる、う-もれる	""be filled up",,,
"1900	幕	マク、バク	""curtain; bunting; an act (in a play); end; first rank (in sumo); a matter",,,
"1901	膜	マク	membrane",,,
"1902	枕	まくら	-",,,
"1903	又	また	-",,,
"1904	末	マツ、バツ、すえ	""end; powder""",,,
"1905	抹	マツ	""paint",,,
"1906	万	マン、バン	""ten thousand; myriad. fully; if by any chance""",,,
"1907	満	マン、み-ちる、み-たす	""fullness",,,
"1908	慢	マン	""lazinss; ridicule""",,,
"1909	漫	マン	""involuntarily",,,
"1910	未	ミ	""not yet. un-",,,
"1911	味	ミ、あじ、あじ-わう	""taste",,,
"1912	魅	ミ	""charm",,,
"1913	岬	みさき	-",,,
"1914	密	ミツ	""secrecy",,,
"1915	蜜	ミツ	""honey",,,
"1916	脈	ミャク	""vein (of ore); blood vessel; pulse; pulsation; hope""",,,
"1917	妙	ミョウ	""strange",,,
"1918	民	ミン、たみ	""people",,,
"1919	眠	ミン、ねむ-る、ねむ-い	sleep",,,
"1920	矛	ム、ほこ	""halberd; arms; festival car",,,
"1921	務	ム、つと-める、つと-まる	""serve",,,
"1922	無	ム、ブ、な-い	""nothing",,,
"1923	夢	ム、ゆめ	""dream",,,
"1924	霧	ム、きり	""mist",,,
"1925	娘	むすめ	-",,,
"1926	名	メイ、ミョウ、な	""distinguished",,,
"1927	命	メイ、ミョウ、いのち	""command",,,
"1928	明	メイ、ミョウ、あ-かり、あか-るい、あか-るむ、あか-らむ、あき-らか、あ-ける、あ-く、あ-くる、あ-かす	""clearness",,,
"1929	迷	メイ、まよ-う	""be perplexed",,,
"1930	冥	メイ、ミョウ	dark",,,
"1931	盟	メイ	""oath; alliance""",,,
"1932	銘	メイ	""inscription",,,
"1933	鳴	メイ、な-く、な-る、な-らす	""(animals and birds) cry",,,
"1934	滅	メツ、ほろ-びる、ほろ-ぼす	""be ruined; perish""",,,
"1935	免	メン、まぬか-れる	dismissal",,,
"1936	面	メン、おも、おもて、つら	""face features; mask",,,
"1937	綿	メン、わた	""cotton; cotton thread; cotton cloth""",,,
"1938	麺	メン	""noodles; wheat flour""",,,
"1939	茂	モ、しげ-る	""grow thick",,,
"1940	模	モ、ボ	""copy",,,
"1941	毛	モウ、け	""hair",,,
"1942	妄	モウ、ボウ	""without authority",,,
"1943	盲	モウ	blindness",,,
"1944	耗	モウ、[コウ]	decrease",,,
"1945	猛	モウ	""wildness",,,
"1946	網	モウ、あみ	""net",,,
"1947	目	モク、[ボク]、め、[ま]	""item",,,
"1948	黙	モク、だま-る	""keeping silence""",,,
"1949	門	モン、かど	""gate",,,
"1950	紋	モン	""crest; (textile) figures""",,,
"1951	問	モン、と-う、と-い、[とん]	""question",,,
"1952	冶	ヤ	melting",,,
"1953	夜	ヤ、よ、よる	night",,,
"1954	野	ヤ、の	""field",,,
"1955	弥	や	-",,,
"1956	厄	ヤク	""misfortune",,,
"1957	役	ヤク、エキ	""war",,,
"1958	約	ヤク	""promise",,,
"1959	訳	ヤク、わけ	translation",,,
"1960	薬	ヤク、くすり	medicine",,,
"1961	躍	ヤク、おど-る	""dance; leap",,,
"1962	闇	やみ	-",,,
"1963	由	ユ、ユウ、[ユイ]、よし	""depend on""",,,
"1964	油	ユ、あぶら	oil",,,
"1965	喩	ユ	""compare",,,
"1966	愉	ユ	rejoice",,,
"1967	諭	ユ、さと-す	""admonish",,,
"1968	輸	ユ	""send",,,
"1969	癒	ユ、い-える、い-やす	""heal",,,
"1970	唯	ユイ、[イ]	""only",,,
"1971	友	ユウ、とも	""friend",,,
"1972	有	ユウ、ウ、あ-る	""possession. being",,,
"1973	勇	ユウ、いさ-む	""bravery",,,
"1974	幽	ユウ	""confine to a room""",,,
"1975	悠	ユウ	""distant",,,
"1976	郵	ユウ	""stagecoach stop; mail""",,,
"1977	湧	ユウ、わ-く	""boil",,,
"1978	猶	ユウ	""further",,,
"1979	裕	ユウ	""abundant",,,
"1980	遊	ユウ、[ユ]、あそ-ぶ	""play; enjoy oneself; visit; take a holiday; be out of use",,,
"1981	雄	ユウ、お、おす	""male; hero; great leader; superiority",,,
"1982	誘	ユウ、さそ-う	""invite",,,
"1983	憂	ユウ、うれ-える、うれ-い、う-い	""grieve",,,
"1984	融	ユウ	""dissolve",,,
"1985	優	ユウ、やさ-しい、すぐ-れる	""actor; superiority; gentleness""",,,
"1986	与	ヨ、あた-える	""give",,,
"1987	予	ヨ	""I",,,
"1988	余	ヨ、あま-る、あま-す	""I",,,
"1989	誉	ヨ、ほま-れ	praise",,,
"1990	預	ヨ、あず-ける、あず-かる	""place in custody",,,
"1991	幼	ヨウ、おさな-い	""infancy",,,
"1992	用	ヨウ、もち-いる	""business",,,
"1993	羊	ヨウ、ひつじ	sheep",,,
"1994	妖	ヨウ、あや-しい	""attractive",,,
"1995	洋	ヨウ	""ocean",,,
"1996	要	ヨウ、かなめ、い-る	""main point",,,
"1997	容	ヨウ	""form; looks""",,,
"1998	庸	ヨウ	""ordinary; tax paid in labor; employment""",,,
"1999	揚	ヨウ、あ-げる、あ-がる	praise",,,
"2000	揺	ヨウ、ゆ-れる、ゆ-る、ゆ-らぐ、ゆ-るぐ、ゆ-する、ゆ-さぶる、ゆ-すぶる	""shake",,,
"2001	葉	ヨウ、は	""leaf; plane; lobe; counter for flat things""",,,
"2002	陽	ヨウ	""young principle",,,
"2003	溶	ヨウ、と-ける、と-かす、と-く	""melt",,,
"2004	腰	ヨウ、こし	""hips",,,
"2005	様	ヨウ、さま	""way",,,
"2006	瘍	ヨウ	""boil",,,
"2007	踊	ヨウ、おど-る、おど-り	""dance; leap",,,
"2008	窯	ヨウ、かま	""kiln",,,
"2009	養	ヨウ、やしな-う	""bring up",,,
"2010	擁	ヨウ	""embrace",,,
"2011	謡	ヨウ、うたい、うた-う	chant",,,
"2012	曜	ヨウ	""day of the week; light; shining""",,,
"2013	抑	ヨク、おさ-える	""stop",,,
"2014	沃	ヨク	""pour; fertility""",,,
"2015	浴	ヨク、あ-びる、あ-びせる	""bathe",,,
"2016	欲	ヨク、ほっ-する、ほ-しい	""covetousness; greed",,,
"2017	翌	ヨク	""next",,,
"2018	翼	ヨク、つばさ	""wing; plane; flank""",,,
"2019	拉	ラ	Latin",,,
"2020	裸	ラ、はだか	""naked body",,,
"2021	羅	ラ	""silk gauze",,,
"2022	来	ライ、く-る、きた-る、きた-す	""come. since (last month); for (ten days). next (year)""",,,
"2023	雷	ライ、かみなり	thunder",,,
"2024	頼	ライ、たの-む、たの-もしい、たよ-る	""ask",,,
"2025	絡	ラク、から-む、から-まる、から-める	""coil around",,,
"2026	落	ラク、お-ちる、お-とす	""fall",,,
"2027	酪	ラク	""whey",,,
"2028	辣	ラツ	bitter",,,
"2029	乱	ラン、みだ-れる、みだ-す	""riot",,,
"2030	卵	ラン、たまご	ovum",,,
"2031	覧	ラン	see",,,
"2032	濫	ラン	""overflow; spread over""",,,
"2033	藍	ラン、あい	""indigo (blue); indigo plant""",,,
"2034	欄	ラン	""column (in a newspaper); blank; space; railing""",,,
"2035	吏	リ	""an official""",,,
"2036	利	リ、き-く	""advantage",,,
"2037	里	リ、さと	""village; a Japanese league",,,
"2038	理	リ	""reason",,,
"2039	痢	リ	diarrhea",,,
"2040	裏	リ、うら	inside",,,
"2041	履	リ、は-く	""trample on",,,
"2042	璃	リ	""lapis lazuli""",,,
"2043	離	リ、はな-れる、はな-す	separation",,,
"2044	陸	リク	land",,,
"2045	立	リツ、[リュウ]、た-つ、た-てる	standing",,,
"2046	律	リツ、[リチ]	""law",,,
"2047	慄	リツ	""fear; shudder""",,,
"2048	略	リャク	""abbreviation",,,
"2049	柳	リュウ、やなぎ	willow",,,
"2050	流	リュウ、[ル]、なが-れる、なが-す	""current; counter for flags""",,,
"2051	留	リュウ、[ル]、と-める、と-まる	""stop",,,
"2052	竜	リュウ、たつ	""dragon; imperial""",,,
"2053	粒	リュウ、つぶ	""grain",,,
"2054	隆	リュウ	""high",,,
"2055	硫	リュウ	sulphur",,,
"2056	侶	リョ	""companion",,,
"2057	旅	リョ、たび	""journey; go around""",,,
"2058	虜	リョ	""captive; barbarian; low epithet for the enemy""",,,
"2059	慮	リョ	""thought",,,
"2060	了	リョウ	""finish",,,
"2061	両	リョウ	""old Japanese coin; both; two; vehicle counter""",,,
"2062	良	リョウ、よ-い	""good",,,
"2063	料	リョウ	""charge",,,
"2064	涼	リョウ、すず-しい、すず-む	cool",,,
"2065	猟	リョウ	""shooting",,,
"2066	陵	リョウ、みささぎ	""imperial tomb""",,,
"2067	量	リョウ、はか-る	""quantity",,,
"2068	僚	リョウ	""official; companion""",,,
"2069	領	リョウ	""dominion",,,
"2070	寮	リョウ	""hostel",,,
"2071	療	リョウ	""heal",,,
"2072	瞭	リョウ	clear",,,
"2073	糧	リョウ、[ロウ]、かて	""food",,,
"2074	力	リョク、リキ、ちから	""strain",,,
"2075	緑	リョク、[ロク]、みどり	""green",,,
"2076	林	リン、はやし	forest",,,
"2077	厘	リン	""one-tenth of a sen; one-tenth of a bu""",,,
"2078	倫	リン	companion",,,
"2079	輪	リン、わ	""ring",,,
"2080	隣	リン、とな-る、となり	neighboring",,,
"2081	臨	リン、のぞ-む	""face",,,
"2082	瑠	ル	""lapis lazuli""",,,
"2083	涙	ルイ、なみだ	""tear",,,
"2084	累	ルイ	""involvement",,,
"2085	塁	ルイ	""fort",,,
"2086	類	ルイ、たぐ-い	""kind",,,
"2087	令	レイ	""order",,,
"2088	礼	レイ、ライ	""salutation",,,
"2089	冷	レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます	""cold",,,
"2090	励	レイ、はげ-む、はげ-ます	""be diligent""",,,
"2091	戻	レイ、もど-す、もど-る	""return",,,
"2092	例	レイ、たと-える	""custom",,,
"2093	鈴	レイ、リン、すず	""bell",,,
"2094	零	レイ	""zero",,,
"2095	霊	レイ、リョウ、たま	""soul",,,
"2096	隷	レイ	""servant; criminal; prisoner; follower""",,,
"2097	齢	レイ	age",,,
"2098	麗	レイ、うるわ-しい	""beautiful",,,
"2099	暦	レキ、こよみ	""calendar",,,
"2100	歴	レキ	""history; continuation; passing (of time)""",,,
"2101	列	レツ	""row",,,
"2102	劣	レツ、おと-る	""be inferior to",,,
"2103	烈	レツ	""violent",,,
"2104	裂	レツ、さ-く、さ-ける	""split",,,
"2105	恋	レン、こ-う、こい、こい-しい	""be in love""",,,
"2106	連	レン、つら-なる、つら-ねる、つ-れる	""ream; set; party",,,
"2107	廉	レン	""purity; honesty; low price; corner""",,,
"2108	練	レン、ね-る	""gloss",,,
"2109	錬	レン	""refine (metals); drill",,,
"2110	呂	ロ	backbone",,,
"2111	炉	ロ	""furnace",,,
"2112	賂	ロ	bribe",,,
"2113	路	ロ、じ	""road",,,
"2114	露	ロ、[ロウ]、つゆ	""dew; Russia""",,,
"2115	老	ロウ、お-いる、ふ-ける	""aging",,,
"2116	労	ロウ	""labor",,,
"2117	弄	ロウ、もてあそ-ぶ	""play with",,,
"2118	郎	ロウ	""man; husband; counter for sons""",,,
"2119	朗	ロウ、ほが-らか	""clear",,,
"2120	浪	ロウ	""waves",,,
"2121	廊	ロウ	""corridor",,,
"2122	楼	ロウ	""tower",,,
"2123	漏	ロウ、も-る、も-れる、も-らす	""leaking; water clock; time""",,,
"2124	籠	ロウ、かご、こ-もる	""be crowed; requiring (a lot of work)""",,,
"2125	六	ロク、む、む-つ、むっ-つ、[むい]	six",,,
"2126	録	ロク	record",,,
"2127	麓	ロク、ふもと	""foot of a mountain""",,,
"2128	論	ロン	""argument; discourse""",,,
"2129	和	ワ、[オ]、やわ-らぐ、やわ-らげる、なご-む、なご-やか	""sum; peace",,,
"2130	話	ワ、はな-す、はなし	""talk",,,
"2131	賄	ワイ、まかな-う	""board; supply; finance""",,,
"2132	脇	わき	""the other way; another place; side",,,
"2133	惑	ワク、まど-う	""be perplexed",,,
"2134	枠	わく	-",,,
"2135	湾	ワン	""gulf",,,
"2136	腕	ワン、うで	arm",,,
